id,%red,%green,%blue,%black,%white,double
00 00 30.89 -03 42 08.1,0.001529269748263889,1.6954210069444444e-06,0.001983642578125,0.9952256944444444,1
00 00 45.04 +06 29 43.8,0.0017378065321180555,0.0,0.002765231662326389,0.9941185845269097,1
00 01 06.67 +19 52 24.8,0.0038960774739583335,0.0,0.001476711697048611,0.9925638834635416,1
00 01 13.19 +13 58 30.3,0.004347059461805556,1.6954210069444444e-06,0.0016496446397569445,0.9920739067925347,1
00 01 20.06 +07 42 05.9,0.001995510525173611,0.0,0.0019972059461805555,0.9940541585286459,1
00 01 27.47 +27 19 54.9,0.004184299045138889,0.0,0.002020941840277778,0.9914211697048612,1
00 02 11.02 +30 57 26.4,0.009613037109375,0.0,0.00034247504340277775,0.9872656928168403,1
00 04 27.84 +18 51 07.7,0.0051422119140625,1.6954210069444444e-06,0.0011088053385416667,0.991180419921875,1
00 04 28.38 +00 45 11.9,0.005506727430555556,0.0,0.0012444390190972222,0.9915127224392362,1
00 05 36.87 -01 39 56.3,0.003741794162326389,1.6954210069444444e-06,0.0007375081380208334,0.9941033257378472,1
00 05 41.03 +45 48 43.3,0.020975748697916668,3.3908420138888887e-06,0.006011962890625,0.9675886366102431,1
00 06 18.91 +23 18 23.2,0.0051727294921875,0.0,0.0010698106553819445,0.9918212890625,1
00 06 33.94 -04 35 11.2,0.0022599962022569445,0.0,0.001861572265625,0.9946272108289931,1
00 06 44.42 -00 54 12.2,0.0038553873697916665,1.6954210069444444e-06,0.002231174045138889,0.9926486545138888,1
00 07 25.16 -05 18 46.5,0.0023549397786458335,3.3908420138888887e-06,0.001491970486111111,0.9948696560329862,1
00 07 36.88 +04 21 24.6,0.002346462673611111,0.0,0.001620822482638889,0.9945119222005209,1
00 07 38.67 +78 12 09.6,0.014940049913194444,1.6954210069444444e-06,0.002114189995659722,0.9770745171440972,1
00 07 48.35 +58 00 50.3,0.046820746527777776,1.6954210069444444e-06,0.002453274197048611,0.9410502115885416,1
00 08 17.64 +13 29 14.7,0.004581027560763889,0.0,0.0015818277994791667,0.9914618598090278,1
00 09 02.89 +27 39 05.7,0.013044569227430556,0.0,0.0008341471354166666,0.9826473659939237,1
00 09 15.74 +25 16 55.0,0.009528266059027778,0.0,0.0013054741753472222,0.9867197672526041,1
00 09 23.68 +48 19 39.8,0.023564656575520832,1.6954210069444444e-06,0.002048068576388889,0.9671529134114584,1
00 09 54.36 +30 13 50.7,0.007329305013020833,0.0,0.0004374186197916667,0.9903598361545138,1
00 09 56.69 +30 56 21.7,0.009913126627604166,0.0,0.0008833143446180555,0.9867028130425347,1
